Unnamed: 0,index,Year,Type,Country,Area,Location,Activity,Sex of Victim,Age,Injury,Fatal (Y/N),Time,Species,Month,Day,Hour,Day - 6
2.0,2.0,2020,Unprovoked,AUSTRALIA,New South Wales,Windang Beach,Surfing,M,59,Laceration ot left ankle and foot,N,08h00,"""A small shark""",1,17.0,8.0,
3.0,3.0,2020,Unprovoked,NEW ZEALAND,Southland,Oreti Beach,Surfing,F,13,Minor injury to lower leg,N,20h30,Broadnose seven gill shark?,1,16.0,20.0,
4.0,4.0,2020,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Surfing,M,26,Lacerations to foot,N,14h33,Unknown,1,13.0,14.0,
5.0,5.0,2020,Unprovoked,THAILAND,Phang Nga Province,Nang Thong Beach,Swimming,M,75,Calf bitten,N,07h15,Unknown,1,12.0,7.0,
6.0,6.0,2020,Unprovoked,AUSTRALIA,Queensland,North West Island,Swimming,F,7,Lacerations to leg,N,17h30,Lemon shark,1,7.0,17.0,
7.0,7.0,2020,Unprovoked,AUSTRALIA,Western Australia,Cull Island / Esperance,Scuba diving,M,57,FATAL,Y,13h00,White shark,1,5.0,13.0,
9.0,9.0,2020,Questionable,AUSTRALIA,Western Australia,Esperance,Swimming after being swept off rocks,M,21,Probable drowning and scavenging,Y,16h10,Unknown,1,2.0,16.0,
10.0,10.0,2019,Unprovoked,AUSTRALIA,Queensland,North West Island,Swimming,M,35,Minor injury to hand,N,12h58,"Shovelnose ""shark"" which is a ray, not a shark)",12,30.0,12.0,
11.0,11.0,2019,Unprovoked,SEYCHELLES,Praslin,Amitié Beach,Swimming,F,45,Arm bitten,N,19h00,Unknown,12,28.0,19.0,
12.0,12.0,2019,Unprovoked,PAPUA NEW GUINEA,Central Province,Ragelapara reef,Spearfishing,M,33,FATAL,Y,16h30,Unknown,12,26.0,16.0,
14.0,14.0,2019,Unprovoked,NEW ZEALAND,Southland,Oreti Beach,Boogie boarding,M,17,Laceration to thigh,N,19h00,Unknown,12,24.0,19.0,
15.0,15.0,2019,Unprovoked,USA,California,"Santa Rosa Island, Ventura County",Surfing,M,37,Right leg bitten,N,16h15,Unknown,12,21.0,16.0,
18.0,18.0,2019,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Free diving,M,57,Arm bitten,N,09h00,Unknown,12,6.0,9.0,
19.0,19.0,2019,Unprovoked,USA,Hawaii,"Cove Park, Kihei, Maui",Stand-Up Paddleboarding,M,57,"No injury, inflatable paddle board was bitten by the shark",N,10h00,10'-12' tiger shark,12,3.0,10.0,
21.0,21.0,2019,Unprovoked,AUSTRALIA,Queensland,Bargara,Snorkeling,M,30,Lacerations to foot,N,18h00,Unknown,11,30.0,18.0,
31.0,31.0,2019,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,U,32,Minor cuts when he jumped off his board and landed on the shark. PROVOKED INCIDENT,N,12h45,4' to 5' shark,10,27.0,12.0,
33.0,33.0,2019,Unprovoked,AUSTRALIA,Queensland,"Woorim Beach, Bribie Island,",Surfing,U,17,"No injury, surfboard bitten",N,17h30,7' shark,10,17.0,17.0,
34.0,34.0,2019,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Surfing,U,20,Lacerations to right foot,N,12h00,Unknown,10,8.0,12.0,
35.0,35.0,2019,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,U,29,"No injury, surfboard severely damaged",N,16h00,"White shark, 3.5 m",10,5.0,16.0,
36.0,36.0,2019,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Surfing,U,20,Lacerations to right foot,N,12h00,Unknown,10,8.0,12.0,
38.0,38.0,2019,Provoked,AUSTRALIA,Northern Territory,"Nightcliff Jetty, Darwin",Fishing,U,45,Hooked shark bit his leg. PROVOKED INCIDENT,N,13h30,1+ m shark,9,28.0,13.0,
41.0,41.0,2019,Unprovoked,USA,Florida,"Satellite Beach, Brevard County",Surfing,U,13,Lacerations to left foot,N,16h30,2' shark,9,24.0,16.0,
46.0,46.0,2019,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",,U,65,Thigh injured,N,13h30,Unknown,8,31.0,13.0,
47.0,47.0,2019,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,U,40,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,N,11h55,6.5' shark,8,27.0,11.0,
48.0,48.0,2019,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Wading,U,11,Foot bitten,N,09h00,Unknown,8,21.0,9.0,
49.0,49.0,2019,Unprovoked,USA,Hawaii,"Napoopoo Park in Kealakekua Bay, The Big Island",Swimming,U,26,Injury to lower back and right hip,N,08h00,Unknown,8,20.0,8.0,
50.0,50.0,2019,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,U,9,Puncture marks to lower leg,N,11h00,Unknown,8,16.0,11.0,
51.0,51.0,2019,Unprovoked,USA,Hawaii,"Makaha Beach, Oahu",Surfing,U,16,"No injury, board damaged",N,19h30,10' to 12' shark,8,11.0,19.0,
52.0,52.0,2019,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,U,51,Minor injuries to right foot,N,15h00,Unknown,8,4.0,15.0,
53.0,53.0,2019,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,U,21,Minor cuts to right foot,N,16h00,Unknown,8,3.0,16.0,
54.0,54.0,2019,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,U,20,Bite to left hand and wrist,N,15h30,Unknown,8,3.0,15.0,
57.0,57.0,2019,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,U,18,3 lacerations to left hand,N,13h30,Unknown,7,29.0,13.0,
59.0,59.0,2019,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,U,49,Lacerations to right thigh,N,16h30,Unknown,7,27.0,16.0,
61.0,61.0,2019,Unprovoked,USA,Rhode Island,"Moonstone Beach, South Kingstown, Washington County",Surfing,U,18,Foot bitten,N,18h30,Sandtiger shark,7,22.0,18.0,
63.0,63.0,2019,Unprovoked,NEW ZEALAND,Chatham Islands,Pitt Island or Chatham Island,Scuba diving,U,45,Shark rammed him but no injury,N,09h00,"White shark, 3m",7,17.0,9.0,
65.0,65.0,2019,Unprovoked,USA,Florida,"Amelia Island, Nassau County",Boogie boarding,U,16,Foot bitten,N,07h30,Unknown,7,12.0,7.0,
66.0,66.0,2019,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,U,205,Leg injured,N,10h30,"White shark, juvenile",7,10.0,10.0,
67.0,67.0,2019,Unprovoked,AUSTRALIA,Queensland,"Pelican Waters, Caloundra",Paddle boarding,U,45,Puncture wounds to left wrist,N,08h00,Bull shark pup,7,9.0,8.0,
69.0,69.0,2019,Unprovoked,BAHAMAS,Abaco Islands,Great Guana Cay,Snorkeling,U,32,Unknown,N,17h30,Unknown,7,4.0,17.0,
70.0,70.0,2019,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,U,18,Minor injury to foot,N,16h30,Unknown,6,30.0,16.0,
71.0,71.0,2019,Unprovoked,BAHAMAS,Lucayan Archipelago,Rose Island,Snorkeling,U,21,FATAL,Y,14h00,Unknown,6,26.0,14.0,
72.0,72.0,2019,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,U,8,Puncture wounds to leg,N,16h00,Unknown,6,16.0,16.0,
73.0,73.0,2019,Unprovoked,USA,Georgia,"Wilmington River, Chatham County",Swimming,U,64,Arc of lacerations to bicep,N,09h00,"Bull shark, 4' to 5'",6,16.0,9.0,
74.0,74.0,2019,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Surfing,U,19,Cuts to right foot,N,14h00,Unknown,6,10.0,14.0,
77.0,77.0,2019,Unprovoked,USA,North Carolina,"Fort Macon State Beach, Carteret County",Standing,U,17,Severe injuries to leg and hand,N,12h20,Unknown,6,2.0,12.0,
79.0,79.0,2019,Unprovoked,USA,Hawaii,"Honokowai Point, Maui",Swimming,U,65,FATAL,Y,08h48,Unknown,5,25.0,8.0,
80.0,80.0,2019,Unprovoked,NEW CALEDONIA,Noumea,Port South Marina,Swimming,U,10,Leg severed,N,16h00,"Bull shark, 3.5 m",5,25.0,16.0,
83.0,83.0,2019,Unprovoked,AUSTRALIA,Queensland,Yandaran Beach,Body Surfing,U,53,Laceration to right ankle,N,16h21,Unknown,5,14.0,16.0,
86.0,86.0,2019,Unprovoked,AUSTRALIA,New South Wales,Tomaree,Spearfishing,U,18,3 puncture marks to left forearm,N,14h00,"Grey nurse shark, 3 m female",4,27.0,14.0,
87.0,87.0,2019,Unprovoked,USA,Hawaii,"Anaehoomalu Bay, Hawaii",Kayaking,U,65,Injury to right inner thigh,N,08h30,Tiger shark,4,23.0,8.0,
88.0,88.0,2019,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",,U,25,Minor injury to leg,N,17h30,Unknown,4,21.0,17.0,
89.0,89.0,2019,Questionable,USA,Florida,"Crescent Beach, St Johns County",Boogie boarding,U,10,"Minor lacerations to left knee, left hand and right thigh",N,17h45,Unknown,4,12.0,17.0,
90.0,90.0,2019,Questionable,USA,Hawaii,"North Koahala, Big Island",Picking opihi,U,58,"Probable death by drowning, body scavenged by shark",N,20h00,Tiger shark,4,6.0,20.0,
91.0,91.0,2019,Unprovoked,USA,Hawaii,Kaiwi Channel,Swimming,U,23,Bitten on left shoulder,N,01h00,Cookiecutter shark,4,6.0,1.0,
93.0,93.0,2019,Watercraft,USA,Hawaii,Waikoloa area,Paddling an outrigger canoe,U,75,Injuries to calf and canoe,N,10h00,12' shark,3,26.0,10.0,
94.0,94.0,2019,Unprovoked,AUSTRALIA,Queensland,Line Reef,Swimming,U,25,Puncture marks to left hip and buttocks,N,12h30,"Grey reef shark, 4'",3,25.0,12.0,
95.0,95.0,2019,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,U,46,Lacerations to foot,N,16h00,4' shark,3,22.0,16.0,
96.0,96.0,2019,Unprovoked,MEXICO,Guerrero,Troncones,Swimming,U,32,20 cm gash to right leg,N,17h30,Unknown,3,21.0,17.0,
98.0,98.0,2019,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Boogie boarding,U,11,Lacerations to right foot,N,14h00,Spinner shark,3,12.0,14.0,
100.0,100.0,2019,Provoked,SOUTH AFRICA,Eastern Cape Province,30 nm off Port Elizabeth,Fishing,U,46,Lacerations to arm from shark caught in trawl net PROVOKED INCIDENT,N,16h00,2.5 m shark,3,5.0,16.0,
101.0,101.0,2019,Unprovoked,AUSTRALIA,New South Wales,Belongil Bay,Surfing,U,41,Lacerations/puncture marks to thigh,N,06h40,Unknown,2,17.0,6.0,
102.0,102.0,2019,Unprovoked,BRAZIL,Fernando de Noronha,Cacimba do Padre,Surfing,U,31,Minor injury to face,N,17h30,Lemon shark,2,14.0,17.0,
104.0,104.0,2019,Unprovoked,AUSTRALIA,New South Wales,Urunga area,Surfing,U,50,"No injury, surfboard bitten",N,06h15,Unknown,2,4.0,6.0,
106.0,106.0,2019,Unprovoked,USA,Florida,Key Biscayne,Spearfishing,U,50,Right wrist and hand injured,N,10h00,Bull shark,2,2.0,10.0,
109.0,109.0,2019,Unprovoked,AUSTRALIA,Western Australia,North Cottesloe,Swimming,U,15,Minor injury to left foot,N,11h30,Wobbegong shark,1,14.0,11.0,
111.0,111.0,2019,Unprovoked,USA,California,"Sandspit Beach, Montaña de Oro State Park",Surfing,U,19,Cuts to both lower legs,N,10h00,"White shark, 4.6m",1,8.0,10.0,
112.0,112.0,2018,Unprovoked,MEXICO,Sonora,Southeast of Puerto Peñasco,Diving,U,35,FATAL,Y,11h00,Tiger shark,12,18.0,11.0,
114.0,114.0,2018,Provoked,NEW ZEALAND,North Island,Matauri Bay,Spearfishing,U,24,Injuries to leg and hand,N,11h20,"Mako shark, 7'",12,15.0,11.0,
115.0,115.0,2018,Unprovoked,NEW ZEALAND,North Island,Ti Point,Spearfishing,U,50,No injury,N,08h00,Bronze whaler 2.5m,12,9.0,8.0,
116.0,116.0,2018,Unprovoked,AUSTRALIA,New South Wales,Nambucca,Surfing,U,36,Five deep lacerations to lower right leg,N,07h15,Unknown,12,9.0,7.0,
118.0,118.0,2018,Unprovoked,AUSTRALIA,New South Wales,"7 Mile Beach, Gerroa",Surfing,U,24,Injuries to calf and hand,N,13h00,Unknown,11,17.0,13.0,
119.0,119.0,2018,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tinley Manor,Fishing,U,41,Surf-ski bitten but no injury to occupant,N,09h00,"White shark, 3m",11,11.0,9.0,
120.0,120.0,2018,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Mandurah",Body Boarding,U,20,Injuries to lower left leg and foot,N,08h40,Sandtiger shark,11,11.0,8.0,
121.0,121.0,2018,Unprovoked,BAHAMAS,Exumas,Compass Cay,Swimming,U,8,Arc of shallow lacerations to back,N,13h30,Nurse shark,11,9.0,13.0,
123.0,123.0,2018,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Ballina",Surfing,U,42,20 cm injury to left calf,N,06h45,5' shark,11,7.0,6.0,
124.0,124.0,2018,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,U,33,FATAL,Y,17h30,Unknown,11,5.0,17.0,
129.0,129.0,2018,Unprovoked,AUSTRALIA,New South Wales,Samurai Beach,Body Surfing,U,50,Injury to upper right arm,N,07h00,Bull shark?,10,19.0,7.0,
130.0,130.0,2018,Unprovoked,NEW ZEALAND,North Island,Baylys Beach,Surfing,U,25,Severe lacerations to arm and hand and cut to face,N,18h00,"White Shark, 3.2m to 3.5m",10,19.0,18.0,
133.0,133.0,2018,Provoked,AUSTRALIA,Queensland,Swain Reef,Fishing,U,55,Injury to upper left arm by hooked shark PROVOKED INCIDENT,N,13h30,"""reef shark""",10,8.0,13.0,
137.0,137.0,2018,Provoked,CHINA,Guizhou Province,Shopping mall aquarium in Guiyang City,Putting hand in shark tank,U,6,Lacerations to fingers PROVOKED INCIDENT,N,13h30,Unknown,7,24.0,13.0,
138.0,138.0,2018,Unprovoked,USA,New York,"Atlantique Beach, Fire Island, Suffolk County",Boogie Boarding,U,13,Minor puncture wounds to leg,N,12h00,Sandtiger shark,7,18.0,12.0,
139.0,139.0,2018,Unprovoked,USA,New York,"Sailors Haven, Fire Island, Suffolk County",Wading,U,12,Lacerations to lower leg,N,11h15,Sandtiger shark,7,18.0,11.0,
142.0,142.0,2018,Provoked,USA,California,"Trinidad Beach, Huboldt County",Wading,U,58,Surf washed the dying shark against her foot PROVOKED INCIDENT,N,14h11,"Salmon shark, juvenile",7,14.0,14.0,
143.0,143.0,2018,Under investigation,USA,Florida,"Playalinda Beach, Brevard County",Surfing,U,14,"Laceration to left thigh, possibly caused by surfboard",N,13h30,Unknown,7,14.0,13.0,
144.0,144.0,2018,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,U,17,Foot bitten,N,15h40,Unknown,7,13.0,15.0,
145.0,145.0,2018,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Surfing,U,30,Lacerations to left foot,N,15h35,Unknown,7,13.0,15.0,
146.0,146.0,2018,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,U,14,Minor injury to foot,N,11h30,Unknown,7,11.0,11.0,
149.0,149.0,2018,Unprovoked,USA,South Carolina,Myrtle Beach,Boogie boarding,U,11,"Minor injury, puncture marks to left lower leg",N,14h40,Unknown,7,2.0,14.0,
150.0,150.0,2018,Boating,USA,California,"Oceanside, San Diego County",Paddling,U,57,"No injury to occupant, outrigger canoe and paddle damaged",N,18h00,White shark,6,25.0,18.0,
157.0,157.0,2018,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,U,18,FATAL,Y,16h30,Tiger shark,6,3.0,16.0,
159.0,159.0,2018,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Walking,U,15,Lower left leg bitten,N,17h00,"Bull shark, 6'",5,26.0,17.0,
160.0,160.0,2018,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,U,12,Minor injury to foot,N,14h00,Unknown,5,26.0,14.0,
161.0,161.0,2018,Provoked,AUSTRALIA,Queensland,Cairns Aquarium,Feeding sharks,U,32,Minor bite to hand by captive shark. PROVOKED INCIDENT,N,09h00,Grey reef shark,5,24.0,9.0,
163.0,163.0,2018,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,U,10,Severe bite to right forearm,N,15h00,Unknown,5,13.0,15.0,
170.0,170.0,2018,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba diving,U,30,"No injury, shark bit scuba gear",N,10h40,Tiger shark,4,28.0,10.0,
173.0,173.0,2018,Unprovoked,AUSTRALIA,Western Australia,"Surfers Point, Prevelly",Surfing,U,60,"No injury, knocked off board by shark",N,09h30,3 m shark,4,25.0,9.0,
175.0,175.0,2018,Unprovoked,MALDIVES,Alifu Alifu Atoll,Madoogali,Fishing,U,32,5-inch cut to hand,N,21h50,Tiger shark,4,23.0,21.0,
176.0,176.0,2018,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Paddle-skiing,U,33,"No injury, shark bit hole in ski",N,09h40,"White shark, 2.5 m",4,22.0,9.0,
181.0,181.0,2018,Unprovoked,AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",Surfing,U,37,Lacerations to legs,N,08h00,Unknown,4,15.0,8.0,
186.0,186.0,2018,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,U,19,Lacerations to left knee & lower leg,N,15h00,White shark,4,3.0,15.0,
187.0,187.0,2018,Unprovoked,USA,Hawaii,Kukio Beach,Stand-Up Paddleboarding,U,25,Injuries to right leg & hand,N,09h30,"Tiger shark, 12'",3,31.0,9.0,
188.0,188.0,2018,Unprovoked,AUSTRALIA,Western Australia,Waterman's Bay,Wading,U,10,Minor injuries to legs,N,17h35,Wobbegong shark,3,14.0,17.0,
189.0,189.0,2018,Unprovoked,AUSTRALIA,Victoria,Lorne,Swimming,U,69,"No injury, said to have been charged by sharks several times",N,15h30,3.5 m shark,3,9.0,15.0,
190.0,190.0,2018,Unprovoked,AUSTRALIA,Victoria,Winkipop,Surfing,U,18,"Minor injury, ankle grazed",N,07h30,1.8 m shark,3,9.0,7.0,
193.0,193.0,2018,Provoked,AUSTRALIA,Victoria,Westernport Bay,Kayak fishing for sharks,U,34,"Shark rammed kayak, no injury to occupant PROVOKED INCIDENT",N,20h00,Unknown,2,18.0,20.0,
194.0,194.0,2018,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Kiama",Walking,U,35,Puncture wounds to leff foot & lower leg,N,16h00,"Bull shark, 2 m",2,15.0,16.0,
199.0,199.0,2018,Unprovoked,AUSTRALIA,Western Australia,Cone Bay,,U,18,Injuries to right leg,N,08h00,Bull shark,1,28.0,8.0,
203.0,203.0,2018,Unprovoked,BRAZIL,Fernando de Noronha,Conceicao Beach,Surfing,U,20,Minor injury to left forearm,N,16h30,small shark,1,12.0,16.0,
205.0,205.0,2017,Unprovoked,USA,Hawaii,"Hultin's Beach, Oahu",Surfing,U,54,Severe lacerations to left thigh & knee,N,18h00,Tiger shark,12,31.0,18.0,
206.0,206.0,2017,Unprovoked,USA,California,"Drakes Estero, Point Reyes, Marin County",Surfing,U,35,Foot bitten,N,12h00,Unknown,12,30.0,12.0,
212.0,212.0,2017,Unprovoked,USA,California,"Stillwater Cove, Monterey County",Spearfishing,U,25,Right leg bitten,N,13h45,"White shark, 4.6 m",11,24.0,13.0,
213.0,213.0,2017,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,U,14,Heel bitten,N,16h30,Unknown,11,18.0,16.0,
215.0,215.0,2017,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,U,25,Puncture wounds to left shoulder,N,16h00,2 m shark,11,13.0,16.0,
216.0,216.0,2017,Unprovoked,CUBA,Holquin Province,Guardalavaca Beach,Night bathing,U,22,FATAL,Y,23h30,Tiger shark,11,4.0,23.0,
217.0,217.0,2017,Unprovoked,USA,Hawaii,Makaha,Surfing,M,25,Minor cuts to lower left leg,N,14h15,Unknown,11,2.0,14.0,
219.0,219.0,2017,Unprovoked,AUSTRALIA,New South Wales,Birubi Point,Surfing,U,31,Minor injury to foot,N,09h00,"Wobbegong shark, 1 m",10,28.0,9.0,
222.0,222.0,2017,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,U,17,Lacerations to left foot,N,17h00,Unknown,10,23.0,17.0,
223.0,223.0,2017,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,U,60,Severe lacerations to left hand & wrist,N,08h00,Unknown,10,23.0,8.0,
224.0,224.0,2017,Unprovoked,AUSTRALIA,South Australia,Normanville,Kayaking / Fishing,U,15,Minor injuries,N,13h30,"White shark, 4.5 m",10,22.0,13.0,
227.0,227.0,2017,Unprovoked,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,U,54,Lacerations to left hand,N,18h30,"Tiger shark, 8 to 10 feet",10,9.0,18.0,
228.0,228.0,2017,Unprovoked,USA,Hawaii,"Kama‘ole Beach Park, Maui",Snorkeling,U,40,Abrasions,N,12h30,8' shark,10,5.0,12.0,
231.0,231.0,2019,Unprovoked,USA,Rhode Island,"Moonstone Beach, South Kingstown, Washington County",Surfing,U,18,Foot bitten,N,18h30,Sandtiger shark,7,22.0,18.0,
237.0,237.0,2017,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,U,28,Lacerations to left foot,N,16h30,Unknown,9,16.0,16.0,
241.0,241.0,2017,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,U,18,Lacerations to left foot,N,18h45,5' to 6' shark,9,13.0,18.0,
